chr	site	depth	LMNA	TNNT2	SCNSA	MYBPC3	MYH6	MYH7
chr1	156084592	0	1	0	0	0	0	0	NM_170707
chr1	156084593	0	1	0	0	0	0	0	NM_170707
chr1	156084594	0	1	0	0	0	0	0	NM_170707
chr1	156084595	0	1	0	0	0	0	0	NM_170707
chr1	156084596	0	1	0	0	0	0	0	NM_170707
chr1	156084597	0	1	0	0	0	0	0	NM_170707
chr1	156084598	0	1	0	0	0	0	0	NM_170707
chr1	156084599	0	1	0	0	0	0	0	NM_170707
chr1	156084600	0	1	0	0	0	0	0	NM_170707
chr1	156084601	0	1	0	0	0	0	0	NM_170707
chr1	156084602	0	1	0	0	0	0	0	NM_170707
chr1	156084603	0	1	0	0	0	0	0	NM_170707
chr1	156084604	0	1	0	0	0	0	0	NM_170707
chr1	156084605	0	1	0	0	0	0	0	NM_170707
chr1	156084606	0	1	0	0	0	0	0	NM_170707
chr1	156084607	0	1	0	0	0	0	0	NM_170707
chr1	156084608	0	1	0	0	0	0	0	NM_170707
chr1	156084609	0	1	0	0	0	0	0	NM_170707
chr1	156084610	0	1	0	0	0	0	0	NM_170707
chr1	156084611	0	1	0	0	0	0	0	NM_170707
chr1	156084612	0	1	0	0	0	0	0	NM_170707
chr1	156084613	0	1	0	0	0	0	0	NM_170707
chr1	156084614	0	1	0	0	0	0	0	NM_170707
chr1	156084615	0	1	0	0	0	0	0	NM_170707
chr1	156084616	0	1	0	0	0	0	0	NM_170707
chr1	156084617	0	1	0	0	0	0	0	NM_170707
chr1	156084618	0	1	0	0	0	0	0	NM_170707
chr1	156084619	0	1	0	0	0	0	0	NM_170707
chr1	156084620	0	1	0	0	0	0	0	NM_170707
chr1	156084621	0	1	0	0	0	0	0	NM_170707
chr1	156084622	0	1	0	0	0	0	0	NM_170707
chr1	156084623	0	1	0	0	0	0	0	NM_170707
chr1	156084624	0	1	0	0	0	0	0	NM_170707
chr1	156084625	0	1	0	0	0	0	0	NM_170707
chr1	156084626	0	1	0	0	0	0	0	NM_170707
chr1	156084627	0	1	0	0	0	0	0	NM_170707
chr1	156084628	0	1	0	0	0	0	0	NM_170707
chr1	156084629	0	1	0	0	0	0	0	NM_170707
chr1	156084630	0	1	0	0	0	0	0	NM_170707
chr1	156084631	0	1	0	0	0	0	0	NM_170707
chr1	156084632	0	1	0	0	0	0	0	NM_170707
chr1	156084633	0	1	0	0	0	0	0	NM_170707
chr1	156084634	0	1	0	0	0	0	0	NM_170707
chr1	156084635	0	1	0	0	0	0	0	NM_170707
chr1	156084636	0	1	0	0	0	0	0	NM_170707
chr1	156084637	0	1	0	0	0	0	0	NM_170707
chr1	156084638	1	1	0	0	0	0	0	NM_170707
chr1	156084639	1	1	0	0	0	0	0	NM_170707
chr1	156084640	1	1	0	0	0	0	0	NM_170707
chr1	156084641	1	1	0	0	0	0	0	NM_170707
chr1	156084642	1	1	0	0	0	0	0	NM_170707
chr1	156084643	1	1	0	0	0	0	0	NM_170707
chr1	156084644	1	1	0	0	0	0	0	NM_170707
chr1	156084645	1	1	0	0	0	0	0	NM_170707
chr1	156084646	1	1	0	0	0	0	0	NM_170707
chr1	156084647	1	1	0	0	0	0	0	NM_170707
chr1	156084648	1	1	0	0	0	0	0	NM_170707
chr1	156084649	1	1	0	0	0	0	0	NM_170707
chr1	156084650	1	1	0	0	0	0	0	NM_170707
chr1	156084651	1	1	0	0	0	0	0	NM_170707
chr1	156084652	1	1	0	0	0	0	0	NM_170707
chr1	156084653	1	1	0	0	0	0	0	NM_170707
chr1	156084654	1	1	0	0	0	0	0	NM_170707
chr1	156084655	1	1	0	0	0	0	0	NM_170707
chr1	156084656	1	1	0	0	0	0	0	NM_170707
chr1	156084657	1	1	0	0	0	0	0	NM_170707
chr1	156084658	1	1	0	0	0	0	0	NM_170707
chr1	156084659	1	1	0	0	0	0	0	NM_170707
chr1	156084660	1	1	0	0	0	0	0	NM_170707
chr1	156084661	1	1	0	0	0	0	0	NM_170707
chr1	156084662	1	1	0	0	0	0	0	NM_170707
chr1	156084663	1	1	0	0	0	0	0	NM_170707
chr1	156084664	1	1	0	0	0	0	0	NM_170707
chr1	156084665	1	1	0	0	0	0	0	NM_170707
chr1	156084666	1	1	0	0	0	0	0	NM_170707
chr1	156084667	1	1	0	0	0	0	0	NM_170707
chr1	156084668	1	1	0	0	0	0	0	NM_170707
chr1	156084669	1	1	0	0	0	0	0	NM_170707
chr1	156084670	1	1	0	0	0	0	0	NM_170707
chr1	156084671	1	1	0	0	0	0	0	NM_170707
chr1	156084672	3	1	0	0	0	0	0	NM_170707
chr1	156084673	3	1	0	0	0	0	0	NM_170707
chr1	156084674	3	1	0	0	0	0	0	NM_170707
chr1	156084675	3	1	0	0	0	0	0	NM_170707
chr1	156084676	3	1	0	0	0	0	0	NM_170707
chr1	156084677	3	1	0	0	0	0	0	NM_170707
chr1	156084678	3	1	0	0	0	0	0	NM_170707
chr1	156084679	3	1	0	0	0	0	0	NM_170707
chr1	156084680	3	1	0	0	0	0	0	NM_170707
chr1	156084681	3	1	0	0	0	0	0	NM_170707
chr1	156084682	3	1	0	0	0	0	0	NM_170707
chr1	156084683	3	1	0	0	0	0	0	NM_170707
chr1	156084684	3	1	0	0	0	0	0	NM_170707
chr1	156084685	3	1	0	0	0	0	0	NM_170707
chr1	156084686	3	1	0	0	0	0	0	NM_170707
chr1	156084687	3	1	0	0	0	0	0	NM_170707
chr1	156084688	3	1	0	0	0	0	0	NM_170707
chr1	156084689	3	1	0	0	0	0	0	NM_170707
chr1	156084690	3	1	0	0	0	0	0	NM_170707
chr1	156084691	3	1	0	0	0	0	0	NM_170707
chr1	156084692	4	1	0	0	0	0	0	NM_170707
chr1	156084693	4	1	0	0	0	0	0	NM_170707
chr1	156084694	4	1	0	0	0	0	0	NM_170707
chr1	156084695	4	1	0	0	0	0	0	NM_170707
chr1	156084696	4	1	0	0	0	0	0	NM_170707
chr1	156084697	4	1	0	0	0	0	0	NM_170707
chr1	156084698	4	1	0	0	0	0	0	NM_170707
chr1	156084699	4	1	0	0	0	0	0	NM_170707
chr1	156084700	4	1	0	0	0	0	0	NM_170707
chr1	156084701	4	1	0	0	0	0	0	NM_170707
chr1	156084702	4	1	0	0	0	0	0	NM_170707
chr1	156084703	4	1	0	0	0	0	0	NM_170707
chr1	156084704	4	1	0	0	0	0	0	NM_170707
chr1	156084705	4	1	0	0	0	0	0	NM_170707
chr1	156084706	4	1	0	0	0	0	0	NM_170707
chr1	156084707	4	1	0	0	0	0	0	NM_170707
chr1	156084708	4	1	0	0	0	0	0	NM_170707
chr1	156084709	4	1	0	0	0	0	0	NM_170707
chr1	156084710	5	1	0	0	0	0	0	NM_170707
chr1	156084711	5	1	0	0	0	0	0	NM_170707
chr1	156084712	5	1	0	0	0	0	0	NM_170707
chr1	156084713	5	1	0	0	0	0	0	NM_170707
chr1	156084714	5	1	0	0	0	0	0	NM_170707
chr1	156084715	5	1	0	0	0	0	0	NM_170707
chr1	156084716	5	1	0	0	0	0	0	NM_170707
chr1	156084717	5	1	0	0	0	0	0	NM_170707
chr1	156084718	5	1	0	0	0	0	0	NM_170707
chr1	156084719	5	1	0	0	0	0	0	NM_170707
chr1	156084720	5	1	0	0	0	0	0	NM_170707
chr1	156084721	6	1	0	0	0	0	0	NM_170707
chr1	156084722	6	1	0	0	0	0	0	NM_170707
chr1	156084723	6	1	0	0	0	0	0	NM_170707
chr1	156084724	6	1	0	0	0	0	0	NM_170707
chr1	156084725	6	1	0	0	0	0	0	NM_170707
chr1	156084726	6	1	0	0	0	0	0	NM_170707
chr1	156084727	6	1	0	0	0	0	0	NM_170707
chr1	156084728	6	1	0	0	0	0	0	NM_170707
chr1	156084729	6	1	0	0	0	0	0	NM_170707
chr1	156084730	6	1	0	0	0	0	0	NM_170707
chr1	156084731	6	1	0	0	0	0	0	NM_170707
chr1	156084732	6	1	0	0	0	0	0	NM_170707
chr1	156084733	6	1	0	0	0	0	0	NM_170707
chr1	156084734	6	1	0	0	0	0	0	NM_170707
chr1	156084735	6	1	0	0	0	0	0	NM_170707
chr1	156084736	6	1	0	0	0	0	0	NM_170707
chr1	156084737	6	1	0	0	0	0	0	NM_170707
chr1	156084738	5	1	0	0	0	0	0	NM_170707
chr1	156084739	5	1	0	0	0	0	0	NM_170707
chr1	156084740	5	1	0	0	0	0	0	NM_170707
chr1	156084741	5	1	0	0	0	0	0	NM_170707
chr1	156084742	5	1	0	0	0	0	0	NM_170707
chr1	156084743	5	1	0	0	0	0	0	NM_170707
chr1	156084744	5	1	0	0	0	0	0	NM_170707
chr1	156084745	5	1	0	0	0	0	0	NM_170707
chr1	156084746	5	1	0	0	0	0	0	NM_170707
chr1	156084747	5	1	0	0	0	0	0	NM_170707
chr1	156084748	6	1	0	0	0	0	0	NM_170707
chr1	156084749	6	1	0	0	0	0	0	NM_170707
chr1	156084750	6	1	0	0	0	0	0	NM_170707
chr1	156084751	6	1	0	0	0	0	0	NM_170707
chr1	156084752	6	1	0	0	0	0	0	NM_170707
chr1	156084753	11	1	0	0	0	0	0	NM_170707
chr1	156084754	12	1	0	0	0	0	0	NM_170707
chr1	156084755	12	1	0	0	0	0	0	NM_170707
chr1	156084756	12	1	0	0	0	0	0	NM_170707
chr1	156084757	12	1	0	0	0	0	0	NM_170707
chr1	156084758	14	1	0	0	0	0	0	NM_170707
chr1	156084759	14	1	0	0	0	0	0	NM_170707
chr1	156084760	13	1	0	0	0	0	0	NM_170707
chr1	156084761	13	1	0	0	0	0	0	NM_170707
chr1	156084762	13	1	0	0	0	0	0	NM_170707
chr1	156084763	13	1	0	0	0	0	0	NM_170707
chr1	156084764	14	1	0	0	0	0	0	NM_170707
chr1	156084765	13	1	0	0	0	0	0	NM_170707
chr1	156084766	13	1	0	0	0	0	0	NM_170707
chr1	156084767	13	1	0	0	0	0	0	NM_170707
chr1	156084768	14	1	0	0	0	0	0	NM_170707
chr1	156084769	12	1	0	0	0	0	0	NM_170707
chr1	156084770	12	1	0	0	0	0	0	NM_170707
chr1	156084771	13	1	0	0	0	0	0	NM_170707
chr1	156084772	13	1	0	0	0	0	0	NM_170707
chr1	156084773	13	1	0	0	0	0	0	NM_170707
chr1	156084774	13	1	0	0	0	0	0	NM_170707
chr1	156084775	13	1	0	0	0	0	0	NM_170707
chr1	156084776	13	1	0	0	0	0	0	NM_170707
chr1	156084777	13	1	0	0	0	0	0	NM_170707
chr1	156084778	13	1	0	0	0	0	0	NM_170707
chr1	156084779	13	1	0	0	0	0	0	NM_170707
chr1	156084780	13	1	0	0	0	0	0	NM_170707
chr1	156084781	13	1	0	0	0	0	0	NM_170707
chr1	156084782	16	1	0	0	0	0	0	NM_170707
chr1	156084783	17	1	0	0	0	0	0	NM_170707
chr1	156084784	17	1	0	0	0	0	0	NM_170707
chr1	156084785	17	1	0	0	0	0	0	NM_170707
chr1	156084786	17	1	0	0	0	0	0	NM_170707
chr1	156084787	17	1	0	0	0	0	0	NM_170707
chr1	156084788	17	1	0	0	0	0	0	NM_170707
chr1	156084789	17	1	0	0	0	0	0	NM_170707
chr1	156084790	17	1	0	0	0	0	0	NM_170707
chr1	156084791	18	1	0	0	0	0	0	NM_170707
chr1	156084792	18	1	0	0	0	0	0	NM_170707
chr1	156084793	18	1	0	0	0	0	0	NM_170707
chr1	156084794	18	1	0	0	0	0	0	NM_170707
chr1	156084795	18	1	0	0	0	0	0	NM_170707
chr1	156084796	19	1	0	0	0	0	0	NM_170707
chr1	156084797	19	1	0	0	0	0	0	NM_170707
chr1	156084798	19	1	0	0	0	0	0	NM_170707
chr1	156084799	20	1	0	0	0	0	0	NM_170707
chr1	156084800	20	1	0	0	0	0	0	NM_170707
chr1	156084801	21	1	0	0	0	0	0	NM_170707
chr1	156084802	22	1	0	0	0	0	0	NM_170707
chr1	156084803	22	1	0	0	0	0	0	NM_170707
chr1	156084804	22	1	0	0	0	0	0	NM_170707
chr1	156084805	22	1	0	0	0	0	0	NM_170707
chr1	156084806	22	1	0	0	0	0	0	NM_170707
chr1	156084807	22	1	0	0	0	0	0	NM_170707
chr1	156084808	22	1	0	0	0	0	0	NM_170707
chr1	156084809	22	1	0	0	0	0	0	NM_170707
chr1	156084810	24	1	0	0	0	0	0	NM_170707
chr1	156084811	24	1	0	0	0	0	0	NM_170707
chr1	156084812	24	1	0	0	0	0	0	NM_170707
chr1	156084813	24	1	0	0	0	0	0	NM_170707
chr1	156084814	26	1	0	0	0	0	0	NM_170707
chr1	156084815	26	1	0	0	0	0	0	NM_170707
chr1	156084816	26	1	0	0	0	0	0	NM_170707
chr1	156084817	26	1	0	0	0	0	0	NM_170707
chr1	156084818	26	1	0	0	0	0	0	NM_170707
chr1	156084819	26	1	0	0	0	0	0	NM_170707
chr1	156084820	26	1	0	0	0	0	0	NM_170707
chr1	156084821	26	1	0	0	0	0	0	NM_170707
chr1	156084822	26	1	0	0	0	0	0	NM_170707
chr1	156084823	26	1	0	0	0	0	0	NM_170707
chr1	156084824	26	1	0	0	0	0	0	NM_170707
chr1	156084825	26	1	0	0	0	0	0	NM_170707
chr1	156084826	26	1	0	0	0	0	0	NM_170707
chr1	156084827	26	1	0	0	0	0	0	NM_170707
chr1	156084828	27	1	0	0	0	0	0	NM_170707
chr1	156084829	27	1	0	0	0	0	0	NM_170707
chr1	156084830	27	1	0	0	0	0	0	NM_170707
chr1	156084831	27	1	0	0	0	0	0	NM_170707
chr1	156084832	27	1	0	0	0	0	0	NM_170707
chr1	156084833	27	1	0	0	0	0	0	NM_170707
chr1	156084834	27	1	0	0	0	0	0	NM_170707
chr1	156084835	27	1	0	0	0	0	0	NM_170707
chr1	156084836	27	1	0	0	0	0	0	NM_170707
chr1	156084837	29	1	0	0	0	0	0	NM_170707
chr1	156084838	29	1	0	0	0	0	0	NM_170707
chr1	156084839	31	1	0	0	0	0	0	NM_170707
chr1	156084840	31	1	0	0	0	0	0	NM_170707
chr1	156084841	31	1	0	0	0	0	0	NM_170707
chr1	156084842	37	1	0	0	0	0	0	NM_170707
chr1	156084843	39	1	0	0	0	0	0	NM_170707
chr1	156084844	39	1	0	0	0	0	0	NM_170707
chr1	156084845	39	1	0	0	0	0	0	NM_170707
chr1	156084846	39	1	0	0	0	0	0	NM_170707
chr1	156084847	39	1	0	0	0	0	0	NM_170707
chr1	156084848	39	1	0	0	0	0	0	NM_170707
chr1	156084849	38	1	0	0	0	0	0	NM_170707
chr1	156084850	38	1	0	0	0	0	0	NM_170707
chr1	156084851	42	1	0	0	0	0	0	NM_170707
chr1	156084852	41	1	0	0	0	0	0	NM_170707
chr1	156084853	41	1	0	0	0	0	0	NM_170707
chr1	156084854	37	1	0	0	0	0	0	NM_170707
chr1	156084855	36	1	0	0	0	0	0	NM_170707
chr1	156084856	36	1	0	0	0	0	0	NM_170707
chr1	156084857	36	1	0	0	0	0	0	NM_170707
chr1	156084858	34	1	0	0	0	0	0	NM_170707
chr1	156084859	34	1	0	0	0	0	0	NM_170707
chr1	156084860	34	1	0	0	0	0	0	NM_170707
chr1	156084861	34	1	0	0	0	0	0	NM_170707
chr1	156084862	33	1	0	0	0	0	0	NM_170707
chr1	156084863	33	1	0	0	0	0	0	NM_170707
chr1	156084864	35	1	0	0	0	0	0	NM_170707
chr1	156084865	35	1	0	0	0	0	0	NM_170707
chr1	156084866	35	1	0	0	0	0	0	NM_170707
chr1	156084867	35	1	0	0	0	0	0	NM_170707
chr1	156084868	35	1	0	0	0	0	0	NM_170707
chr1	156084869	34	1	0	0	0	0	0	NM_170707
chr1	156084870	34	1	0	0	0	0	0	NM_170707
chr1	156084871	34	1	0	0	0	0	0	NM_170707
chr1	156084872	33	1	0	0	0	0	0	NM_170707
chr1	156084873	33	1	0	0	0	0	0	NM_170707
chr1	156084874	33	1	0	0	0	0	0	NM_170707
chr1	156084875	36	1	0	0	0	0	0	NM_170707
chr1	156084876	36	1	0	0	0	0	0	NM_170707
chr1	156084877	36	1	0	0	0	0	0	NM_170707
chr1	156084878	36	1	0	0	0	0	0	NM_170707
chr1	156084879	35	1	0	0	0	0	0	NM_170707
chr1	156084880	35	1	0	0	0	0	0	NM_170707
chr1	156084881	35	1	0	0	0	0	0	NM_170707
chr1	156084882	35	1	0	0	0	0	0	NM_170707
chr1	156084883	34	1	0	0	0	0	0	NM_170707
chr1	156084884	32	1	0	0	0	0	0	NM_170707
chr1	156084885	32	1	0	0	0	0	0	NM_170707
chr1	156084886	32	1	0	0	0	0	0	NM_170707
chr1	156084887	32	1	0	0	0	0	0	NM_170707
chr1	156084888	33	1	0	0	0	0	0	NM_170707
chr1	156084889	29	1	0	0	0	0	0	NM_170707
chr1	156084890	29	1	0	0	0	0	0	NM_170707
chr1	156084891	29	1	0	0	0	0	0	NM_170707
chr1	156084892	28	1	0	0	0	0	0	NM_170707
chr1	156084893	28	1	0	0	0	0	0	NM_170707
chr1	156084894	28	1	0	0	0	0	0	NM_170707
chr1	156084895	28	1	0	0	0	0	0	NM_170707
chr1	156084896	28	1	0	0	0	0	0	NM_170707
chr1	156084897	26	1	0	0	0	0	0	NM_170707
chr1	156084898	26	1	0	0	0	0	0	NM_170707
chr1	156084899	26	1	0	0	0	0	0	NM_170707
chr1	156084900	24	1	0	0	0	0	0	NM_170707
chr1	156084901	24	1	0	0	0	0	0	NM_170707
chr1	156084902	21	1	0	0	0	0	0	NM_170707
chr1	156084903	20	1	0	0	0	0	0	NM_170707
chr1	156084904	20	1	0	0	0	0	0	NM_170707
chr1	156084905	20	1	0	0	0	0	0	NM_170707
chr1	156084906	20	1	0	0	0	0	0	NM_170707
chr1	156084907	20	1	0	0	0	0	0	NM_170707
chr1	156084908	20	1	0	0	0	0	0	NM_170707
chr1	156084909	20	1	0	0	0	0	0	NM_170707
chr1	156084910	20	1	0	0	0	0	0	NM_170707
chr1	156084911	18	1	0	0	0	0	0	NM_170707
chr1	156084912	14	1	0	0	0	0	0	NM_170707
chr1	156084913	14	1	0	0	0	0	0	NM_170707
chr1	156084914	12	1	0	0	0	0	0	NM_170707
chr1	156084915	12	1	0	0	0	0	0	NM_170707
chr1	156084916	12	1	0	0	0	0	0	NM_170707
chr1	156084917	12	1	0	0	0	0	0	NM_170707
chr1	156084918	12	1	0	0	0	0	0	NM_170707
chr1	156084919	10	1	0	0	0	0	0	NM_170707
chr1	156084920	10	1	0	0	0	0	0	NM_170707
chr1	156084921	10	1	0	0	0	0	0	NM_170707
chr1	156084922	10	1	0	0	0	0	0	NM_170707
chr1	156084923	10	1	0	0	0	0	0	NM_170707
chr1	156084924	10	1	0	0	0	0	0	NM_170707
chr1	156084925	10	1	0	0	0	0	0	NM_170707
chr1	156084926	10	1	0	0	0	0	0	NM_170707
chr1	156084927	10	1	0	0	0	0	0	NM_170707
chr1	156084928	10	1	0	0	0	0	0	NM_170707
chr1	156084929	7	1	0	0	0	0	0	NM_170707
chr1	156084930	7	1	0	0	0	0	0	NM_170707
chr1	156084931	7	1	0	0	0	0	0	NM_170707
chr1	156084932	7	1	0	0	0	0	0	NM_170707
chr1	156084933	7	1	0	0	0	0	0	NM_170707
chr1	156084934	7	1	0	0	0	0	0	NM_170707
chr1	156084935	8	1	0	0	0	0	0	NM_170707
chr1	156084936	8	1	0	0	0	0	0	NM_170707
