chr	site	depth	LMNA	TNNT2	SCNSA	MYBPC3	MYH6	MYH7
chr1	156084592	0	1	0	0	0	0	0	NM_170707
chr1	156084593	0	1	0	0	0	0	0	NM_170707
chr1	156084594	0	1	0	0	0	0	0	NM_170707
chr1	156084595	0	1	0	0	0	0	0	NM_170707
chr1	156084596	0	1	0	0	0	0	0	NM_170707
chr1	156084597	0	1	0	0	0	0	0	NM_170707
chr1	156084598	0	1	0	0	0	0	0	NM_170707
chr1	156084599	0	1	0	0	0	0	0	NM_170707
chr1	156084600	0	1	0	0	0	0	0	NM_170707
chr1	156084601	0	1	0	0	0	0	0	NM_170707
chr1	156084602	0	1	0	0	0	0	0	NM_170707
chr1	156084603	0	1	0	0	0	0	0	NM_170707
chr1	156084604	0	1	0	0	0	0	0	NM_170707
chr1	156084605	0	1	0	0	0	0	0	NM_170707
chr1	156084606	0	1	0	0	0	0	0	NM_170707
chr1	156084607	0	1	0	0	0	0	0	NM_170707
chr1	156084608	0	1	0	0	0	0	0	NM_170707
chr1	156084609	0	1	0	0	0	0	0	NM_170707
chr1	156084610	0	1	0	0	0	0	0	NM_170707
chr1	156084611	2	1	0	0	0	0	0	NM_170707
chr1	156084612	2	1	0	0	0	0	0	NM_170707
chr1	156084613	2	1	0	0	0	0	0	NM_170707
chr1	156084614	2	1	0	0	0	0	0	NM_170707
chr1	156084615	2	1	0	0	0	0	0	NM_170707
chr1	156084616	2	1	0	0	0	0	0	NM_170707
chr1	156084617	2	1	0	0	0	0	0	NM_170707
chr1	156084618	2	1	0	0	0	0	0	NM_170707
chr1	156084619	2	1	0	0	0	0	0	NM_170707
chr1	156084620	2	1	0	0	0	0	0	NM_170707
chr1	156084621	2	1	0	0	0	0	0	NM_170707
chr1	156084622	2	1	0	0	0	0	0	NM_170707
chr1	156084623	2	1	0	0	0	0	0	NM_170707
chr1	156084624	2	1	0	0	0	0	0	NM_170707
chr1	156084625	2	1	0	0	0	0	0	NM_170707
chr1	156084626	2	1	0	0	0	0	0	NM_170707
chr1	156084627	2	1	0	0	0	0	0	NM_170707
chr1	156084628	2	1	0	0	0	0	0	NM_170707
chr1	156084629	2	1	0	0	0	0	0	NM_170707
chr1	156084630	2	1	0	0	0	0	0	NM_170707
chr1	156084631	2	1	0	0	0	0	0	NM_170707
chr1	156084632	2	1	0	0	0	0	0	NM_170707
chr1	156084633	2	1	0	0	0	0	0	NM_170707
chr1	156084634	2	1	0	0	0	0	0	NM_170707
chr1	156084635	2	1	0	0	0	0	0	NM_170707
chr1	156084636	2	1	0	0	0	0	0	NM_170707
chr1	156084637	2	1	0	0	0	0	0	NM_170707
chr1	156084638	2	1	0	0	0	0	0	NM_170707
chr1	156084639	2	1	0	0	0	0	0	NM_170707
chr1	156084640	2	1	0	0	0	0	0	NM_170707
chr1	156084641	2	1	0	0	0	0	0	NM_170707
chr1	156084642	2	1	0	0	0	0	0	NM_170707
chr1	156084643	2	1	0	0	0	0	0	NM_170707
chr1	156084644	2	1	0	0	0	0	0	NM_170707
chr1	156084645	2	1	0	0	0	0	0	NM_170707
chr1	156084646	2	1	0	0	0	0	0	NM_170707
chr1	156084647	2	1	0	0	0	0	0	NM_170707
chr1	156084648	2	1	0	0	0	0	0	NM_170707
chr1	156084649	2	1	0	0	0	0	0	NM_170707
chr1	156084650	2	1	0	0	0	0	0	NM_170707
chr1	156084651	2	1	0	0	0	0	0	NM_170707
chr1	156084652	2	1	0	0	0	0	0	NM_170707
chr1	156084653	2	1	0	0	0	0	0	NM_170707
chr1	156084654	2	1	0	0	0	0	0	NM_170707
chr1	156084655	2	1	0	0	0	0	0	NM_170707
chr1	156084656	2	1	0	0	0	0	0	NM_170707
chr1	156084657	2	1	0	0	0	0	0	NM_170707
chr1	156084658	2	1	0	0	0	0	0	NM_170707
chr1	156084659	2	1	0	0	0	0	0	NM_170707
chr1	156084660	3	1	0	0	0	0	0	NM_170707
chr1	156084661	3	1	0	0	0	0	0	NM_170707
chr1	156084662	3	1	0	0	0	0	0	NM_170707
chr1	156084663	3	1	0	0	0	0	0	NM_170707
chr1	156084664	4	1	0	0	0	0	0	NM_170707
chr1	156084665	4	1	0	0	0	0	0	NM_170707
chr1	156084666	4	1	0	0	0	0	0	NM_170707
chr1	156084667	4	1	0	0	0	0	0	NM_170707
chr1	156084668	4	1	0	0	0	0	0	NM_170707
chr1	156084669	4	1	0	0	0	0	0	NM_170707
chr1	156084670	4	1	0	0	0	0	0	NM_170707
chr1	156084671	4	1	0	0	0	0	0	NM_170707
chr1	156084672	4	1	0	0	0	0	0	NM_170707
chr1	156084673	4	1	0	0	0	0	0	NM_170707
chr1	156084674	4	1	0	0	0	0	0	NM_170707
chr1	156084675	4	1	0	0	0	0	0	NM_170707
chr1	156084676	4	1	0	0	0	0	0	NM_170707
chr1	156084677	4	1	0	0	0	0	0	NM_170707
chr1	156084678	4	1	0	0	0	0	0	NM_170707
chr1	156084679	4	1	0	0	0	0	0	NM_170707
chr1	156084680	4	1	0	0	0	0	0	NM_170707
chr1	156084681	4	1	0	0	0	0	0	NM_170707
chr1	156084682	4	1	0	0	0	0	0	NM_170707
chr1	156084683	4	1	0	0	0	0	0	NM_170707
chr1	156084684	4	1	0	0	0	0	0	NM_170707
chr1	156084685	4	1	0	0	0	0	0	NM_170707
chr1	156084686	4	1	0	0	0	0	0	NM_170707
chr1	156084687	4	1	0	0	0	0	0	NM_170707
chr1	156084688	4	1	0	0	0	0	0	NM_170707
chr1	156084689	4	1	0	0	0	0	0	NM_170707
chr1	156084690	4	1	0	0	0	0	0	NM_170707
chr1	156084691	5	1	0	0	0	0	0	NM_170707
chr1	156084692	5	1	0	0	0	0	0	NM_170707
chr1	156084693	5	1	0	0	0	0	0	NM_170707
chr1	156084694	5	1	0	0	0	0	0	NM_170707
chr1	156084695	5	1	0	0	0	0	0	NM_170707
chr1	156084696	5	1	0	0	0	0	0	NM_170707
chr1	156084697	5	1	0	0	0	0	0	NM_170707
chr1	156084698	5	1	0	0	0	0	0	NM_170707
chr1	156084699	5	1	0	0	0	0	0	NM_170707
chr1	156084700	5	1	0	0	0	0	0	NM_170707
chr1	156084701	5	1	0	0	0	0	0	NM_170707
chr1	156084702	5	1	0	0	0	0	0	NM_170707
chr1	156084703	5	1	0	0	0	0	0	NM_170707
chr1	156084704	5	1	0	0	0	0	0	NM_170707
chr1	156084705	5	1	0	0	0	0	0	NM_170707
chr1	156084706	5	1	0	0	0	0	0	NM_170707
chr1	156084707	5	1	0	0	0	0	0	NM_170707
chr1	156084708	5	1	0	0	0	0	0	NM_170707
chr1	156084709	5	1	0	0	0	0	0	NM_170707
chr1	156084710	5	1	0	0	0	0	0	NM_170707
chr1	156084711	5	1	0	0	0	0	0	NM_170707
chr1	156084712	3	1	0	0	0	0	0	NM_170707
chr1	156084713	3	1	0	0	0	0	0	NM_170707
chr1	156084714	3	1	0	0	0	0	0	NM_170707
chr1	156084715	3	1	0	0	0	0	0	NM_170707
chr1	156084716	3	1	0	0	0	0	0	NM_170707
chr1	156084717	3	1	0	0	0	0	0	NM_170707
chr1	156084718	3	1	0	0	0	0	0	NM_170707
chr1	156084719	3	1	0	0	0	0	0	NM_170707
chr1	156084720	3	1	0	0	0	0	0	NM_170707
chr1	156084721	3	1	0	0	0	0	0	NM_170707
chr1	156084722	3	1	0	0	0	0	0	NM_170707
chr1	156084723	3	1	0	0	0	0	0	NM_170707
chr1	156084724	3	1	0	0	0	0	0	NM_170707
chr1	156084725	3	1	0	0	0	0	0	NM_170707
chr1	156084726	3	1	0	0	0	0	0	NM_170707
chr1	156084727	3	1	0	0	0	0	0	NM_170707
chr1	156084728	3	1	0	0	0	0	0	NM_170707
chr1	156084729	3	1	0	0	0	0	0	NM_170707
chr1	156084730	3	1	0	0	0	0	0	NM_170707
chr1	156084731	3	1	0	0	0	0	0	NM_170707
chr1	156084732	3	1	0	0	0	0	0	NM_170707
chr1	156084733	3	1	0	0	0	0	0	NM_170707
chr1	156084734	3	1	0	0	0	0	0	NM_170707
chr1	156084735	3	1	0	0	0	0	0	NM_170707
chr1	156084736	3	1	0	0	0	0	0	NM_170707
chr1	156084737	3	1	0	0	0	0	0	NM_170707
chr1	156084738	3	1	0	0	0	0	0	NM_170707
chr1	156084739	3	1	0	0	0	0	0	NM_170707
chr1	156084740	3	1	0	0	0	0	0	NM_170707
chr1	156084741	3	1	0	0	0	0	0	NM_170707
chr1	156084742	3	1	0	0	0	0	0	NM_170707
chr1	156084743	4	1	0	0	0	0	0	NM_170707
chr1	156084744	4	1	0	0	0	0	0	NM_170707
chr1	156084745	4	1	0	0	0	0	0	NM_170707
chr1	156084746	4	1	0	0	0	0	0	NM_170707
chr1	156084747	4	1	0	0	0	0	0	NM_170707
chr1	156084748	7	1	0	0	0	0	0	NM_170707
chr1	156084749	7	1	0	0	0	0	0	NM_170707
chr1	156084750	7	1	0	0	0	0	0	NM_170707
chr1	156084751	7	1	0	0	0	0	0	NM_170707
chr1	156084752	7	1	0	0	0	0	0	NM_170707
chr1	156084753	10	1	0	0	0	0	0	NM_170707
chr1	156084754	10	1	0	0	0	0	0	NM_170707
chr1	156084755	10	1	0	0	0	0	0	NM_170707
chr1	156084756	12	1	0	0	0	0	0	NM_170707
chr1	156084757	12	1	0	0	0	0	0	NM_170707
chr1	156084758	14	1	0	0	0	0	0	NM_170707
chr1	156084759	13	1	0	0	0	0	0	NM_170707
chr1	156084760	13	1	0	0	0	0	0	NM_170707
chr1	156084761	13	1	0	0	0	0	0	NM_170707
chr1	156084762	13	1	0	0	0	0	0	NM_170707
chr1	156084763	13	1	0	0	0	0	0	NM_170707
chr1	156084764	12	1	0	0	0	0	0	NM_170707
chr1	156084765	12	1	0	0	0	0	0	NM_170707
chr1	156084766	12	1	0	0	0	0	0	NM_170707
chr1	156084767	12	1	0	0	0	0	0	NM_170707
chr1	156084768	15	1	0	0	0	0	0	NM_170707
chr1	156084769	15	1	0	0	0	0	0	NM_170707
chr1	156084770	15	1	0	0	0	0	0	NM_170707
chr1	156084771	15	1	0	0	0	0	0	NM_170707
chr1	156084772	15	1	0	0	0	0	0	NM_170707
chr1	156084773	15	1	0	0	0	0	0	NM_170707
chr1	156084774	15	1	0	0	0	0	0	NM_170707
chr1	156084775	16	1	0	0	0	0	0	NM_170707
chr1	156084776	16	1	0	0	0	0	0	NM_170707
chr1	156084777	17	1	0	0	0	0	0	NM_170707
chr1	156084778	17	1	0	0	0	0	0	NM_170707
chr1	156084779	18	1	0	0	0	0	0	NM_170707
chr1	156084780	18	1	0	0	0	0	0	NM_170707
chr1	156084781	18	1	0	0	0	0	0	NM_170707
chr1	156084782	18	1	0	0	0	0	0	NM_170707
chr1	156084783	19	1	0	0	0	0	0	NM_170707
chr1	156084784	19	1	0	0	0	0	0	NM_170707
chr1	156084785	19	1	0	0	0	0	0	NM_170707
chr1	156084786	19	1	0	0	0	0	0	NM_170707
chr1	156084787	19	1	0	0	0	0	0	NM_170707
chr1	156084788	20	1	0	0	0	0	0	NM_170707
chr1	156084789	20	1	0	0	0	0	0	NM_170707
chr1	156084790	20	1	0	0	0	0	0	NM_170707
chr1	156084791	20	1	0	0	0	0	0	NM_170707
chr1	156084792	21	1	0	0	0	0	0	NM_170707
chr1	156084793	21	1	0	0	0	0	0	NM_170707
chr1	156084794	21	1	0	0	0	0	0	NM_170707
chr1	156084795	21	1	0	0	0	0	0	NM_170707
chr1	156084796	20	1	0	0	0	0	0	NM_170707
chr1	156084797	20	1	0	0	0	0	0	NM_170707
chr1	156084798	25	1	0	0	0	0	0	NM_170707
chr1	156084799	26	1	0	0	0	0	0	NM_170707
chr1	156084800	26	1	0	0	0	0	0	NM_170707
chr1	156084801	26	1	0	0	0	0	0	NM_170707
chr1	156084802	26	1	0	0	0	0	0	NM_170707
chr1	156084803	26	1	0	0	0	0	0	NM_170707
chr1	156084804	26	1	0	0	0	0	0	NM_170707
chr1	156084805	26	1	0	0	0	0	0	NM_170707
chr1	156084806	26	1	0	0	0	0	0	NM_170707
chr1	156084807	26	1	0	0	0	0	0	NM_170707
chr1	156084808	28	1	0	0	0	0	0	NM_170707
chr1	156084809	31	1	0	0	0	0	0	NM_170707
chr1	156084810	37	1	0	0	0	0	0	NM_170707
chr1	156084811	37	1	0	0	0	0	0	NM_170707
chr1	156084812	37	1	0	0	0	0	0	NM_170707
chr1	156084813	41	1	0	0	0	0	0	NM_170707
chr1	156084814	43	1	0	0	0	0	0	NM_170707
chr1	156084815	43	1	0	0	0	0	0	NM_170707
chr1	156084816	43	1	0	0	0	0	0	NM_170707
chr1	156084817	44	1	0	0	0	0	0	NM_170707
chr1	156084818	44	1	0	0	0	0	0	NM_170707
chr1	156084819	46	1	0	0	0	0	0	NM_170707
chr1	156084820	46	1	0	0	0	0	0	NM_170707
chr1	156084821	47	1	0	0	0	0	0	NM_170707
chr1	156084822	47	1	0	0	0	0	0	NM_170707
chr1	156084823	48	1	0	0	0	0	0	NM_170707
chr1	156084824	48	1	0	0	0	0	0	NM_170707
chr1	156084825	48	1	0	0	0	0	0	NM_170707
chr1	156084826	48	1	0	0	0	0	0	NM_170707
chr1	156084827	48	1	0	0	0	0	0	NM_170707
chr1	156084828	53	1	0	0	0	0	0	NM_170707
chr1	156084829	53	1	0	0	0	0	0	NM_170707
chr1	156084830	55	1	0	0	0	0	0	NM_170707
chr1	156084831	55	1	0	0	0	0	0	NM_170707
chr1	156084832	55	1	0	0	0	0	0	NM_170707
chr1	156084833	55	1	0	0	0	0	0	NM_170707
chr1	156084834	55	1	0	0	0	0	0	NM_170707
chr1	156084835	55	1	0	0	0	0	0	NM_170707
chr1	156084836	56	1	0	0	0	0	0	NM_170707
chr1	156084837	58	1	0	0	0	0	0	NM_170707
chr1	156084838	58	1	0	0	0	0	0	NM_170707
chr1	156084839	61	1	0	0	0	0	0	NM_170707
chr1	156084840	61	1	0	0	0	0	0	NM_170707
chr1	156084841	61	1	0	0	0	0	0	NM_170707
chr1	156084842	61	1	0	0	0	0	0	NM_170707
chr1	156084843	61	1	0	0	0	0	0	NM_170707
chr1	156084844	61	1	0	0	0	0	0	NM_170707
chr1	156084845	61	1	0	0	0	0	0	NM_170707
chr1	156084846	59	1	0	0	0	0	0	NM_170707
chr1	156084847	59	1	0	0	0	0	0	NM_170707
chr1	156084848	59	1	0	0	0	0	0	NM_170707
chr1	156084849	56	1	0	0	0	0	0	NM_170707
chr1	156084850	56	1	0	0	0	0	0	NM_170707
chr1	156084851	60	1	0	0	0	0	0	NM_170707
chr1	156084852	58	1	0	0	0	0	0	NM_170707
chr1	156084853	58	1	0	0	0	0	0	NM_170707
chr1	156084854	55	1	0	0	0	0	0	NM_170707
chr1	156084855	55	1	0	0	0	0	0	NM_170707
chr1	156084856	53	1	0	0	0	0	0	NM_170707
chr1	156084857	52	1	0	0	0	0	0	NM_170707
chr1	156084858	52	1	0	0	0	0	0	NM_170707
chr1	156084859	52	1	0	0	0	0	0	NM_170707
chr1	156084860	52	1	0	0	0	0	0	NM_170707
chr1	156084861	52	1	0	0	0	0	0	NM_170707
chr1	156084862	52	1	0	0	0	0	0	NM_170707
chr1	156084863	53	1	0	0	0	0	0	NM_170707
chr1	156084864	56	1	0	0	0	0	0	NM_170707
chr1	156084865	56	1	0	0	0	0	0	NM_170707
chr1	156084866	56	1	0	0	0	0	0	NM_170707
chr1	156084867	56	1	0	0	0	0	0	NM_170707
chr1	156084868	56	1	0	0	0	0	0	NM_170707
chr1	156084869	52	1	0	0	0	0	0	NM_170707
chr1	156084870	52	1	0	0	0	0	0	NM_170707
chr1	156084871	52	1	0	0	0	0	0	NM_170707
chr1	156084872	52	1	0	0	0	0	0	NM_170707
chr1	156084873	52	1	0	0	0	0	0	NM_170707
chr1	156084874	51	1	0	0	0	0	0	NM_170707
chr1	156084875	57	1	0	0	0	0	0	NM_170707
chr1	156084876	56	1	0	0	0	0	0	NM_170707
chr1	156084877	56	1	0	0	0	0	0	NM_170707
chr1	156084878	55	1	0	0	0	0	0	NM_170707
chr1	156084879	55	1	0	0	0	0	0	NM_170707
chr1	156084880	56	1	0	0	0	0	0	NM_170707
chr1	156084881	56	1	0	0	0	0	0	NM_170707
chr1	156084882	56	1	0	0	0	0	0	NM_170707
chr1	156084883	55	1	0	0	0	0	0	NM_170707
chr1	156084884	54	1	0	0	0	0	0	NM_170707
chr1	156084885	54	1	0	0	0	0	0	NM_170707
chr1	156084886	54	1	0	0	0	0	0	NM_170707
chr1	156084887	54	1	0	0	0	0	0	NM_170707
chr1	156084888	57	1	0	0	0	0	0	NM_170707
chr1	156084889	53	1	0	0	0	0	0	NM_170707
chr1	156084890	53	1	0	0	0	0	0	NM_170707
chr1	156084891	53	1	0	0	0	0	0	NM_170707
chr1	156084892	52	1	0	0	0	0	0	NM_170707
chr1	156084893	52	1	0	0	0	0	0	NM_170707
chr1	156084894	53	1	0	0	0	0	0	NM_170707
chr1	156084895	53	1	0	0	0	0	0	NM_170707
chr1	156084896	54	1	0	0	0	0	0	NM_170707
chr1	156084897	53	1	0	0	0	0	0	NM_170707
chr1	156084898	53	1	0	0	0	0	0	NM_170707
chr1	156084899	50	1	0	0	0	0	0	NM_170707
chr1	156084900	50	1	0	0	0	0	0	NM_170707
chr1	156084901	50	1	0	0	0	0	0	NM_170707
chr1	156084902	51	1	0	0	0	0	0	NM_170707
chr1	156084903	51	1	0	0	0	0	0	NM_170707
chr1	156084904	51	1	0	0	0	0	0	NM_170707
chr1	156084905	51	1	0	0	0	0	0	NM_170707
chr1	156084906	51	1	0	0	0	0	0	NM_170707
chr1	156084907	51	1	0	0	0	0	0	NM_170707
chr1	156084908	51	1	0	0	0	0	0	NM_170707
chr1	156084909	51	1	0	0	0	0	0	NM_170707
chr1	156084910	49	1	0	0	0	0	0	NM_170707
chr1	156084911	41	1	0	0	0	0	0	NM_170707
chr1	156084912	39	1	0	0	0	0	0	NM_170707
chr1	156084913	39	1	0	0	0	0	0	NM_170707
chr1	156084914	37	1	0	0	0	0	0	NM_170707
chr1	156084915	37	1	0	0	0	0	0	NM_170707
chr1	156084916	37	1	0	0	0	0	0	NM_170707
chr1	156084917	37	1	0	0	0	0	0	NM_170707
chr1	156084918	37	1	0	0	0	0	0	NM_170707
chr1	156084919	35	1	0	0	0	0	0	NM_170707
chr1	156084920	35	1	0	0	0	0	0	NM_170707
chr1	156084921	35	1	0	0	0	0	0	NM_170707
chr1	156084922	32	1	0	0	0	0	0	NM_170707
chr1	156084923	32	1	0	0	0	0	0	NM_170707
chr1	156084924	31	1	0	0	0	0	0	NM_170707
chr1	156084925	31	1	0	0	0	0	0	NM_170707
chr1	156084926	31	1	0	0	0	0	0	NM_170707
chr1	156084927	31	1	0	0	0	0	0	NM_170707
chr1	156084928	31	1	0	0	0	0	0	NM_170707
chr1	156084929	24	1	0	0	0	0	0	NM_170707
chr1	156084930	24	1	0	0	0	0	0	NM_170707
chr1	156084931	22	1	0	0	0	0	0	NM_170707
chr1	156084932	22	1	0	0	0	0	0	NM_170707
chr1	156084933	22	1	0	0	0	0	0	NM_170707
chr1	156084934	22	1	0	0	0	0	0	NM_170707
chr1	156084935	24	1	0	0	0	0	0	NM_170707
chr1	156084936	24	1	0	0	0	0	0	NM_170707
